field_1,date,report_no,address,Latitude,Longitude,distance_in_ft,direction,day,collision_factor,collision_type,involved_with,vehicle_type,month,year,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_STAr,Shape_STLe
"208",2020/04/19,20-02360,"CANNON RD and FARADAY AVE, Carlsbad, San Diego, United States",33.139174,-117.3072205,"1531",WEST,"19",Unsafe Speed,Overturned,Non - Collision,Bicycle,"4","2020","06","073","022101","06073022101","221.01",Census Tract 221.01,G5020,S,12013410.00000000,509483.00000000,"+33.1364305","-117.3025918",134784069.06999999285,53434.31741590000
"209",2020/03/28,20-02007,"BARBERRY PL and CAMINO DE LAS ONDAS, Carlsbad, San Diego, United States",33.1111485,-117.2993133,"482",NORTH,"28",Improper Turning,Sideswipe,Bicycle,Bicycle,"3","2020","06","073","017811","06073017811","178.11",Census Tract 178.11,G5020,S,3324088.00000000,0.00000000,"+33.1143653","-117.3081459",35777304.97360000014,25214.71734340000
"211",2020/03/05,20-01598,"AVIARA PY and MANZANITA ST, Carlsbad, San Diego, United States",33.0987973,-117.2679612,"0",Not Stated,"5",Traffic Signals and Signs,Broadside,Bicycle,Bicycle,"3","2020","06","073","017808","06073017808","178.08",Census Tract 178.08,G5020,S,5187448.00000000,456098.00000000,"+33.1005787","-117.2889625",60741857.02949999273,37152.27402870000
"213",2020/01/23,20-00507,"TAMARACK AVE and EDINBURGH DR, Carlsbad, San Diego, United States",33.1635924,-117.3010865,"12",WEST,"23",Unsafe Speed,Other,Bicycle,Bicycle,"1","2020","06","073","019804","06073019804","198.04",Census Tract 198.04,G5020,S,2547914.00000000,0.00000000,"+33.1637450","-117.3117343",27423119.02529999986,22456.19959100000
"214",2020/01/22,20-00505,"PIO PICO DR and CARLSBAD VILLAGE DR, Carlsbad, San Diego, United States",33.1640196,-117.3410752,"165",SOUTH,"22",Auto R/W Violation,Other,Bicycle,Bicycle,"1","2020","06","073","017801","06073017801","178.01",Census Tract 178.01,G5020,S,4345848.00000000,116020.00000000,"+33.1735608","-117.3403004",48022910.33660000563,29266.65545820000
"215",2020/01/18,20-00381,"I-5 PAR NB OFF RAMP and PALOMAR AIRPORT RD, Carlsbad, San Diego, United States",33.1246131,-117.2787752,"0",Not Stated,"18",Traffic Signals and Signs,Other,Bicycle,Bicycle,"1","2020","06","073","022101","06073022101","221.01",Census Tract 221.01,G5020,S,12013410.00000000,509483.00000000,"+33.1364305","-117.3025918",134784069.06999999285,53434.31741590000
"216",2020/01/14,20-00287,"CANNON RD and COLLEGE BLVD, Carlsbad, San Diego, United States",33.1549962,-117.2871277,"15",WEST,"14",Other Improper Driving,Other,Bicycle,Bicycle,"1","2020","06","073","019811","06073019811","198.11",Census Tract 198.11,G5020,S,9839617.00000000,0.00000000,"+33.1386145","-117.2514135",105903756.06100000441,71659.23407300000
"217",2020/01/13,20-00266,"CARLSBAD BLVD and SYCAMORE AVE, Carlsbad, San Diego, United States",33.1533132,-117.3498155,"41",NORTH,"13",Unsafe Speed,Sideswipe,Fixed Object,Bicycle,"1","2020","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"218",2020/01/13,20-00269,"CARLSBAD BLVD and GRAND AVE, Carlsbad, San Diego, United States",33.1593734,-117.3518766,"150",NORTH,"13",Improper Turning,Sideswipe,Bicycle,Bicycle,"1","2020","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"58",2021/12/28,21-08645,"HARBOR POINT RD and PASEO DEL NORTE, Carlsbad, San Diego, United States",33.1067033,-117.3086908,"25",WEST,"28",Other Improper Driving,Broadside,Bicycle,Bicycle,"12","2021","06","073","017811","06073017811","178.11",Census Tract 178.11,G5020,S,3324088.00000000,0.00000000,"+33.1143653","-117.3081459",35777304.97360000014,25214.71734340000
"60",2021/12/21,21-08514,"COLLEGE BLVD and FARADAY AVE, Carlsbad, San Diego, United States",33.1353944,-117.2859197,"200",NORTH,"21",Following Too Closely,Rear-End,Bicycle,Bicycle,"12","2021","06","073","022101","06073022101","221.01",Census Tract 221.01,G5020,S,12013410.00000000,509483.00000000,"+33.1364305","-117.3025918",134784069.06999999285,53434.31741590000
"61",2021/12/20,21-08486,"CARLSBAD BLVD and AVENIDA ENCINAS, Carlsbad, San Diego, United States",33.0918303,-117.3138019,"394",SOUTH,"20",Improper Turning,Rear-End,Bicycle,Bicycle,"12","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"63",2021/12/10,21-08256,"POINSETTIA LANE and ALICANTE RD, Carlsbad, San Diego, United States",33.1146847,-117.2606896,"818",EAST,"10",Unsafe Speed,Broadside,Bicycle,Bicycle,"12","2021","06","073","020030","06073020030","200.30",Census Tract 200.30,G5020,S,5935321.00000000,0.00000000,"+33.1151161","-117.2578699",63882042.65519999713,35054.92352510000
"64",2021/12/02,21-08065,"POINSETTIA LANE and AVENIDA ENCINAS, Carlsbad, San Diego, United States",33.1029063,-117.3134841,"0",Not Stated,"2",Unsafe Speed,Rear-End,Bicycle,Bicycle,"12","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"67",2021/11/16,21-07691,"WHITMAN WAY and FARADAY AVE, Carlsbad, San Diego, United States",33.1387106,-117.3063862,"3168000",NORTH,"16",Unknown,Sideswipe,Bicycle,Bicycle,"11","2021","06","073","022101","06073022101","221.01",Census Tract 221.01,G5020,S,12013410.00000000,509483.00000000,"+33.1364305","-117.3025918",134784069.06999999285,53434.31741590000
"68",2021/11/12,21-07589,"CARLSBAD VILLAGE DR and CARLSBAD BLVD, Carlsbad, San Diego, United States",33.1582158,-117.3509162,"200",EAST,"12",Improper Turning,Broadside,Bicycle,Bicycle,"11","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"73",2021/10/27,21-07201,"JEFFERSON ST and TAMARACK AVE, Carlsbad, San Diego, United States",33.1545825,-117.3181712,"0",Not Stated,"27",,Broadside,Bicycle,Bicycle,"10","2021","06","073","017810","06073017810","178.10",Census Tract 178.10,G5020,S,3429890.00000000,410586.00000000,"+33.1484786","-117.3205379",41335071.12719999999,30476.83685660000
"74",2021/10/24,21-07137,"CARLSBAD BLVD and PONTO RD, Carlsbad, San Diego, United States",33.09839,-117.3169496,"655",SOUTH,"24",Unknown,Other,Not Stated,Bicycle,"10","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"77",2021/10/06,21-06701,"CAMINO VIDA ROBLE and EL CAMINO REAL, Carlsbad, San Diego, United States",33.1198118,-117.2672131,"1320",WEST,"6",Improper Turning,Rear-End,Bicycle,Bicycle,"10","2021","06","073","020030","06073020030","200.30",Census Tract 200.30,G5020,S,5935321.00000000,0.00000000,"+33.1151161","-117.2578699",63882042.65519999713,35054.92352510000
"78",2021/10/03,21-06613,"CARLSBAD BLVD and PONTO RD, Carlsbad, San Diego, United States",33.09839,-117.3169496,"300",SOUTH,"3",Following Too Closely,Rear-End,Bicycle,Bicycle,"10","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"80",2021/09/30,21-06529,"CASSIA RD and EL CAMINO REAL, Carlsbad, San Diego, United States",33.1140784,-117.2714258,"9",EAST,"30",Ped R/W Violation,Head-On,Bicycle,Bicycle,"9","2021","06","073","020030","06073020030","200.30",Census Tract 200.30,G5020,S,5935321.00000000,0.00000000,"+33.1151161","-117.2578699",63882042.65519999713,35054.92352510000
"81",2021/09/29,21-06500,"CHESTNUT AVE and MONROE ST, Carlsbad, San Diego, United States",33.161634,-117.3264132,"650",WEST,"29",Auto R/W Violation,Broadside,Bicycle,Bicycle,"9","2021","06","073","017809","06073017809","178.09",Census Tract 178.09,G5020,S,1557483.00000000,0.00000000,"+33.1575414","-117.3267034",16763156.98660000041,22250.42677580000
"82",2021/09/27,21-06491,"TAMARACK AVE and BRITTANY WAY, Carlsbad, San Diego, United States",33.174194,-117.298981,"0",Not Stated,"27",Following Too Closely,Other,Bicycle,Bicycle,"9","2021","06","073","019803","06073019803","198.03",Census Tract 198.03,G5020,S,3798709.00000000,0.00000000,"+33.1753289","-117.3081968",40885369.10100000352,29812.35375420000
"83",2021/09/25,21-06421,"STATE ST and LAGUNA DR, Carlsbad, San Diego, United States",33.1652652,-117.3466418,"0",Not Stated,"25",Auto R/W Violation,Sideswipe,Bicycle,Bicycle,"9","2021","06","073","017901","06073017901","179.01",Census Tract 179.01,G5020,S,1368630.00000000,249612.00000000,"+33.1656066","-117.3457885",17417073.34340000153,19572.17273230000
"84",2021/09/25,21-06426,"CARLSBAD BLVD and GRAND AVE, Carlsbad, San Diego, United States",33.1593734,-117.3518766,"152",SOUTH,"25",Improper Turning,Sideswipe,Bicycle,Bicycle,"9","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"85",2021/09/23,21-06371,"COLLEGE BLVD and RICH FIELD DR, Carlsbad, San Diego, United States",33.1592464,-117.291112,"12",NORTH,"23",Unsafe Speed,Rear-End,Bicycle,Bicycle,"9","2021","06","073","019811","06073019811","198.11",Census Tract 198.11,G5020,S,9839617.00000000,0.00000000,"+33.1386145","-117.2514135",105903756.06100000441,71659.23407300000
"87",2021/09/16,21-06223,"MADISON ST and CARLSBAD VILLAGE DR, Carlsbad, San Diego, United States",33.1608,-117.3466796,"154",SOUTH,"16",Unsafe Speed,Rear-End,Bicycle,Bicycle,"9","2021","06","073","017901","06073017901","179.01",Census Tract 179.01,G5020,S,1368630.00000000,249612.00000000,"+33.1656066","-117.3457885",17417073.34340000153,19572.17273230000
"88",2021/09/15,21-06212,"EL CAMINO REAL and AVIARA PY, Carlsbad, San Diego, United States",33.1023291,-117.2664028,"0",Not Stated,"15",Auto R/W Violation,Other,Bicycle,Bicycle,"9","2021","06","073","020030","06073020030","200.30",Census Tract 200.30,G5020,S,5935321.00000000,0.00000000,"+33.1151161","-117.2578699",63882042.65519999713,35054.92352510000
"89",2021/09/14,21-06188,"CARLSBAD VILLAGE DR and HARDING ST, Carlsbad, San Diego, United States",33.1619201,-117.3445777,"0",Not Stated,"14",Auto R/W Violation,Broadside,Bicycle,Bicycle,"9","2021","06","073","017901","06073017901","179.01",Census Tract 179.01,G5020,S,1368630.00000000,249612.00000000,"+33.1656066","-117.3457885",17417073.34340000153,19572.17273230000
"90",2021/09/11,21-06122,"TAMARACK AVE and KIRKWALL AVE, Carlsbad, San Diego, United States",33.1624498,-117.3020927,"276",SOUTH,"11",Unsafe Speed,Other,Non - Collision,Bicycle,"9","2021","06","073","019804","06073019804","198.04",Census Tract 198.04,G5020,S,2547914.00000000,0.00000000,"+33.1637450","-117.3117343",27423119.02529999986,22456.19959100000
"92",2021/09/03,21-05922,"CHESTNUT AVE and MONROE ST, Carlsbad, San Diego, United States",33.161634,-117.3264132,"186",EAST,"3",Improper Turning,Rear-End,Bicycle,Bicycle,"9","2021","06","073","017809","06073017809","178.09",Census Tract 178.09,G5020,S,1557483.00000000,0.00000000,"+33.1575414","-117.3267034",16763156.98660000041,22250.42677580000
"95",2021/08/28,21-05772,"CARLSBAD BLVD and SOLAMAR DR (W), Carlsbad, San Diego, United States",33.1208962,-117.3273054,"970",SOUTH,"28",Unsafe Speed,Vehicle - Pedestrian,Pedestrian,Bicycle,"8","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"96",2021/08/24,21-05652,"CAMINO DE LOS COCHES and CALLE ACERVO, Carlsbad, San Diego, United States",33.0748155,-117.2342567,"20",WEST,"24",Unsafe Speed,Hit Object,Non - Collision,Bicycle,"8","2021","06","073","017109","06073017109","171.09",Census Tract 171.09,G5020,S,4415562.00000000,0.00000000,"+33.0779360","-117.2333360",47525155.09560000151,44006.12060400001
"99",2021/08/11,21-05375,"CARLSBAD BLVD and CANNON RD, Carlsbad, San Diego, United States",33.1324834,-117.3354103,"3300",NORTH,"11",Improper Turning,Sideswipe,Bicycle,Bicycle,"8","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"100",2021/08/09,21-05342,"CARLSBAD VILLAGE DR and EL CAMINO REAL, Carlsbad, San Diego, United States",33.1717487,-117.3225535,"0",WEST,"9",Unknown,Other,Non - Collision,Bicycle,"8","2021","06","073","019803","06073019803","198.03",Census Tract 198.03,G5020,S,3798709.00000000,0.00000000,"+33.1753289","-117.3081968",40885369.10100000352,29812.35375420000
"102",2021/08/04,21-05203,"CARLSBAD BLVD and MANZANO DR, Carlsbad, San Diego, United States",33.1267117,-117.3303266,"154",NORTH,"4",Unknown,Hit Object,Fixed Object,Bicycle,"8","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"103",2021/08/03,21-05174,"MONROE ST and HOSP WAY, Carlsbad, San Diego, United States",33.170887,-117.334557,"0",Not Stated,"3",Traffic Signals and Signs,Broadside,Bicycle,Bicycle,"8","2021","06","073","017801","06073017801","178.01",Census Tract 178.01,G5020,S,4345848.00000000,116020.00000000,"+33.1735608","-117.3403004",48022910.33660000563,29266.65545820000
"105",2021/07/25,21-04970,"ALGA RD and ESTRELLA DE MAR RD, Carlsbad, San Diego, United States",33.1023339,-117.2630682,"646",EAST,"25",Improper Turning,Overturned,Bicycle,Bicycle,"7","2021","06","073","020030","06073020030","200.30",Census Tract 200.30,G5020,S,5935321.00000000,0.00000000,"+33.1151161","-117.2578699",63882042.65519999713,35054.92352510000
"106",2021/07/25,21-04959,"CARLSBAD BLVD and OAK AVE, Carlsbad, San Diego, United States",33.156743,-117.3507832,"0",Not Stated,"25",Ped R/W Violation,Vehicle - Pedestrian,Pedestrian,Bicycle,"7","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"109",2021/07/21,21-04851,"PIO PICO DR and LAS FLORES DR, Carlsbad, San Diego, United States",33.170681,-117.344437,"8",NORTH,"21",Improper Turning,Overturned,Non - Collision,Bicycle,"7","2021","06","073","017801","06073017801","178.01",Census Tract 178.01,G5020,S,4345848.00000000,116020.00000000,"+33.1735608","-117.3403004",48022910.33660000563,29266.65545820000
"111",2021/07/18,21-04789,"POINSETTIA LANE and CRYSTALLINE DR, Carlsbad, San Diego, United States",33.1088381,-117.2989217,"720",WEST,"18",Other Improper Driving,Rear-End,Bicycle,Bicycle,"7","2021","06","073","017811","06073017811","178.11",Census Tract 178.11,G5020,S,3324088.00000000,0.00000000,"+33.1143653","-117.3081459",35777304.97360000014,25214.71734340000
"112",2021/07/18,21-04795,"HILLSIDE DR and SKYLINE RD, Carlsbad, San Diego, United States",33.1552443,-117.3202823,"150",EAST,"18",Improper Turning,Other,Non - Collision,Bicycle,"7","2021","06","073","017809","06073017809","178.09",Census Tract 178.09,G5020,S,1557483.00000000,0.00000000,"+33.1575414","-117.3267034",16763156.98660000041,22250.42677580000
"113",2021/07/17,21-04780,"CHESTNUT AVE and PIO PICO DR, Carlsbad, San Diego, United States",33.158318,-117.339317,"234",WEST,"17",Other Hazardous Movement,Broadside,Bicycle,Bicycle,"7","2021","06","073","017809","06073017809","178.09",Census Tract 178.09,G5020,S,1557483.00000000,0.00000000,"+33.1575414","-117.3267034",16763156.98660000041,22250.42677580000
"114",2021/07/17,21-04765,"PALOMAR AIRPORT RD and PASEO DEL NORTE, Carlsbad, San Diego, United States",33.1221336,-117.3191715,"24",WEST,"17",Other Than Driver,Other,Fixed Object,Bicycle,"7","2021","06","073","022101","06073022101","221.01",Census Tract 221.01,G5020,S,12013410.00000000,509483.00000000,"+33.1364305","-117.3025918",134784069.06999999285,53434.31741590000
"116",2021/07/08,21-04568,"CARLSBAD BLVD and STATE ST, Carlsbad, San Diego, United States",33.1666392,-117.3549736,"0",Not Stated,"8",Auto R/W Violation,Broadside,Bicycle,Bicycle,"7","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"117",2021/07/05,21-04494,"2775 STATE STREET, Carlsbad, San Diego, United States",33.1611636,-117.3513359,"0",Not Stated,"5",Driving Under Influence,Hit Object,Fixed Object,Bicycle,"7","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"119",2021/06/25,21-04265,"LA COSTA AVE and EL CAMINO REAL, Carlsbad, San Diego, United States",33.0853092,-117.2685925,"0",Not Stated,"25",Traffic Signals and Signs,Broadside,Bicycle,Bicycle,"6","2021","06","073","017601","06073017601","176.01",Census Tract 176.01,G5020,S,7999055.00000000,727228.00000000,"+33.0821964","-117.2792132",93921783.53529998660,41085.80053170000
"120",2021/06/25,21-04247,"CARLSBAD BLVD and STATE ST, Carlsbad, San Diego, United States",33.1666392,-117.3549736,"300",NORTH,"25",Other Than Driver,Other,Fixed Object,Bicycle,"6","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"122",2021/06/15,21-04017,"EL CAMINO REAL and HOSP WAY, Carlsbad, San Diego, United States",33.175106,-117.3253197,"68",SOUTH,"15",Improper Turning,Sideswipe,Bicycle,Bicycle,"6","2021","06","073","019803","06073019803","198.03",Census Tract 198.03,G5020,S,3798709.00000000,0.00000000,"+33.1753289","-117.3081968",40885369.10100000352,29812.35375420000
"123",2021/06/12,21-03937,"300 CARLSBAD VILLAGE DR. (P. LOT) and CARLSBAD BLVD, Carlsbad, San Diego, United States",33.1266441,-117.3313613,"400",EAST,"12",Other Improper Driving,Broadside,Bicycle,Bicycle,"6","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"124",2021/06/02,21-03702,"POINSETTIA LANE and CASSIA RD, Carlsbad, San Diego, United States",33.1124786,-117.2793996,"250",EAST,"2",Unsafe Speed,Rear-End,Parked Motor Vehicle,Bicycle,"6","2021","06","073","022102","06073022102","221.02",Census Tract 221.02,G5020,S,6137855.00000000,0.00000000,"+33.1138373","-117.2816125",66061980.92620000243,39907.62649880000
"126",2021/05/28,21-03594,"745 CARLSBAD and VILLAGE DRIVE, Carlsbad, San Diego, United States",33.1528929,-117.3437691,"0",Not Stated,"28",Other Than Driver,Hit Object,Fixed Object,Bicycle,"5","2021","06","073","017902","06073017902","179.02",Census Tract 179.02,G5020,S,727906.00000000,77667.00000000,"+33.1518043","-117.3399517",8670360.32660000026,13551.67175500000
"128",2021/05/23,21-03467,"CARLSBAD VILLAGE DR and MONROE ST, Carlsbad, San Diego, United States",33.1687291,-117.3328247,"0",Not Stated,"23",Improper Turning,Other,Non - Collision,Bicycle,"5","2021","06","073","017801","06073017801","178.01",Census Tract 178.01,G5020,S,4345848.00000000,116020.00000000,"+33.1735608","-117.3403004",48022910.33660000563,29266.65545820000
"129",2021/05/23,21-03439,"CARLSBAD BLVD and OAK AVE, Carlsbad, San Diego, United States",33.156743,-117.3507832,"203",SOUTH,"23",Unknown,Other,Non - Collision,Bicycle,"5","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"131",2021/05/10,21-03110,"KELLY DR and HILLSIDE DR, Carlsbad, San Diego, United States",33.1486975,-117.3112587,"0",Not Stated,"10",Improper Passing,Broadside,Bicycle,Bicycle,"5","2021","06","073","017810","06073017810","178.10",Census Tract 178.10,G5020,S,3429890.00000000,410586.00000000,"+33.1484786","-117.3205379",41335071.12719999999,30476.83685660000
"132",2021/05/03,21-02907,"CARLSBAD BLVD and PONTO RD, Carlsbad, San Diego, United States",33.09839,-117.3169496,"187",NORTH,"3",Unsafe Speed,Rear-End,Parked Motor Vehicle,Bicycle,"5","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"133",2021/05/01,21-02856,"CARLSBAD BLVD and STATE ST, Carlsbad, San Diego, United States",33.1666392,-117.3549736,"730",SOUTH,"1",Unsafe Speed,Not Stated,Non - Collision,Bicycle,"5","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"134",2021/04/25,21-02712,"EL CAMINO REAL and COLLEGE BLVD, Carlsbad, San Diego, United States",33.1430917,-117.2830477,"757",NORTH,"25",Unknown,Sideswipe,Bicycle,Bicycle,"4","2021","06","073","019811","06073019811","198.11",Census Tract 198.11,G5020,S,9839617.00000000,0.00000000,"+33.1386145","-117.2514135",105903756.06100000441,71659.23407300000
"135",2021/04/21,21-02605,"CARLSBAD BLVD and CANNON RD, Carlsbad, San Diego, United States",33.1324834,-117.3354103,"2112",NORTH,"21",Improper Turning,Hit Object,Non - Collision,Bicycle,"4","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"136",2021/04/15,21-02432,"CANNON RD and COLLEGE BLVD, Carlsbad, San Diego, United States",33.1549962,-117.2871277,"104",WEST,"15",Unsafe Speed,Hit Object,Fixed Object,Bicycle,"4","2021","06","073","019811","06073019811","198.11",Census Tract 198.11,G5020,S,9839617.00000000,0.00000000,"+33.1386145","-117.2514135",105903756.06100000441,71659.23407300000
"137",2021/04/11,21-02334,"CARLSBAD BLVD and TAMARACK AVE, Carlsbad, San Diego, United States",33.1474854,-117.3453925,"1500",SOUTH,"11",Unsafe Speed,Rear-End,Other Motor Vehicle,Bicycle,"4","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"138",2021/04/07,21-02239,"LA COSTA AVE and PIRAEUS ST, Carlsbad, San Diego, United States",33.084636,-117.2962711,"0",Not Stated,"7",Improper Turning,Sideswipe,Bicycle,Bicycle,"4","2021","06","073","017601","06073017601","176.01",Census Tract 176.01,G5020,S,7999055.00000000,727228.00000000,"+33.0821964","-117.2792132",93921783.53529998660,41085.80053170000
"139",2021/04/02,21-02111,"CARLSBAD BLVD and ISLAND WAY (W), Carlsbad, San Diego, United States",33.1117263,-117.3226536,"897",NORTH,"2",Unsafe Speed,Other,Non - Collision,Bicycle,"4","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"140",2021/04/02,21-02112,"CARLSBAD BLVD and CEREZO DR, Carlsbad, San Diego, United States",33.1285778,-117.3327191,"0",Not Stated,"2",Auto R/W Violation,Broadside,Bicycle,Bicycle,"4","2021","06","073","017813","06073017813","178.13",Census Tract 178.13,G5020,S,4725275.00000000,2140496.00000000,"+33.1166075","-117.3234185",73896538.96209999919,53326.53828690000
"141",2021/03/23,21-01866,"SEGOVIA WAY and ESTANCIA ST, Carlsbad, San Diego, United States",33.0783922,-117.2406662,"0",NORTH,"23",Auto R/W Violation,Head-On,Bicycle,Bicycle,"3","2021","06","073","020035","06073020035","200.35",Census Tract 200.35,G5020,S,3399635.00000000,0.00000000,"+33.0807361","-117.2525982",36590571.17490000278,27320.99524270000
"142",2021/03/22,22-01915,"CARLSBAD BLVD and TAMARACK AVE, Carlsbad, San Diego, United States",33.1474854,-117.3453925,"2800",SOUTH,"22",Auto R/W Violation,Sideswipe,Bicycle,Bicycle,"3","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"144",2021/03/18,21-01746,"EL CAMINO REAL and COLLEGE BLVD, Carlsbad, San Diego, United States",33.1430917,-117.2830477,"30",NORTH,"18",Unsafe Speed,Hit Object,Other Object,Bicycle,"3","2021","06","073","019811","06073019811","198.11",Census Tract 198.11,G5020,S,9839617.00000000,0.00000000,"+33.1386145","-117.2514135",105903756.06100000441,71659.23407300000
"145",2021/03/16,21-01682,"LA COSTA AVE and ESFERA ST, Carlsbad, San Diego, United States",33.0842503,-117.2384089,"55",EAST,"16",Unsafe Speed,Rear-End,Bicycle,Bicycle,"3","2021","06","073","020015","06073020015","200.15",Census Tract 200.15,G5020,S,2950161.00000000,0.00000000,"+33.0914050","-117.2387858",31752804.78339999914,41544.06013440000
"147",2021/02/18,21-01105,"EL CAMINO REAL and RANCHO CARLSBAD DR, Carlsbad, San Diego, United States",33.1465818,-117.2897138,"671",NORTH,"18",Unsafe Speed,Other,Not Stated,Bicycle,"2","2021","06","073","022101","06073022101","221.01",Census Tract 221.01,G5020,S,12013410.00000000,509483.00000000,"+33.1364305","-117.3025918",134784069.06999999285,53434.31741590000
"149",2021/02/05,21-00795,"CARLSBAD BLVD and MOUNTAIN VIEW DR, Carlsbad, San Diego, United States",33.1635507,-117.3544681,"100",SOUTH,"5",Unsafe Speed,Other,Bicycle,Bicycle,"2","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
"150",2021/02/05,21-00797,"MELROSE DR and POINSETTIA LANE, Carlsbad, San Diego, United States",33.1227738,-117.2379944,"358",SOUTH,"5",Unknown,Rear-End,Bicycle,Bicycle,"2","2021","06","073","020031","06073020031","200.31",Census Tract 200.31,G5020,S,4472966.00000000,0.00000000,"+33.1203127","-117.2373317",48142625.84420000017,31744.75532040000
"151",2021/01/31,21-00659,"CIRCULO SEQUOIA and LA COSTA AVE, Carlsbad, San Diego, United States",33.081047,-117.227062,"862",SOUTH,"31",Driving Under Influence,Rear-End,Bicycle,Bicycle,"1","2021","06","073","017109","06073017109","171.09",Census Tract 171.09,G5020,S,4415562.00000000,0.00000000,"+33.0779360","-117.2333360",47525155.09560000151,44006.12060400001
"153",2021/01/24,21-00499,"NEBLINA DR and WINDJAMMER WAY, Carlsbad, San Diego, United States",33.146,-117.318718,"30",SOUTH,"24",Unknown,Other,Non - Collision,Bicycle,"1","2021","06","073","017810","06073017810","178.10",Census Tract 178.10,G5020,S,3429890.00000000,410586.00000000,"+33.1484786","-117.3205379",41335071.12719999999,30476.83685660000
"154",2021/01/11,21-00288,"CARLSBAD BLVD and CARLSBAD VILLAGE DR, Carlsbad, San Diego, United States",33.1582158,-117.3509162,"147",NORTH,"11",Improper Turning,Sideswipe,Bicycle,Bicycle,"1","2021","06","073","018000","06073018000","180",Census Tract 180,G5020,S,1287198.00000000,498824.00000000,"+33.1547915","-117.3499851",19222947.83210000023,26385.95431330000
